CVE ID,Vulnerability Type(s),Score
CVE-2018-16591,,10.0
CVE-2018-16590,,10.0
CVE-2018-16588,,4.6
CVE-2018-16587,,5.8
CVE-2018-16586,,4.3
CVE-2018-16585,Overflow Mem. Corr.,6.8
CVE-2018-16557,,7.8
CVE-2018-16556,,7.8
CVE-2018-16555,XSS,3.5
CVE-2018-16554,,6.8
CVE-2018-16552,CSRF,6.8
CVE-2018-16551,XSS,3.5
CVE-2018-16550,Bypass,5.0
CVE-2018-16549,Dir. Trav.,5.0
CVE-2018-16548,DoS,4.3
CVE-2018-16546,,4.3
CVE-2018-16545,Exec Code,6.8
CVE-2018-16543,,6.8
CVE-2018-16542,,4.3
CVE-2018-16541,,4.3
CVE-2018-16540,,6.8
CVE-2018-16539,#NAME?,4.3
CVE-2018-16528,Exec Code,6.8
CVE-2018-16527,#NAME?,4.3
CVE-2018-16526,Exec Code Overflow +Info,6.8
CVE-2018-16525,Exec Code Overflow +Info,6.8
CVE-2018-16524,#NAME?,4.3
CVE-2018-16523,,5.8
CVE-2018-16522,,6.8
CVE-2018-16521,,7.5
CVE-2018-16518,Exec Code Dir. Trav.,7.5
CVE-2018-16517,DoS,4.3
CVE-2018-16516,XSS,4.3
CVE-2018-16515,,6.5
CVE-2018-16513,,6.8
CVE-2018-16511,,6.8
CVE-2018-16510,Overflow,6.8
CVE-2018-16509,Exec Code,9.3
CVE-2018-16478,Dir. Trav.,5.0
CVE-2018-16477,Bypass,4.3
CVE-2018-16476,,5.0
CVE-2018-16475,Dir. Trav.,5.0
CVE-2018-16474,XSS,4.3
CVE-2018-16473,Dir. Trav.,5.0
CVE-2018-16472,,5.0
CVE-2018-16471,XSS Bypass,4.3
CVE-2018-16470,,5.0
CVE-2018-16469,DoS,5.0
CVE-2018-16468,XSS,3.5
CVE-2018-16467,,5.0
CVE-2018-16466,,5.5
CVE-2018-16465,,4.3
CVE-2018-16464,,3.5
CVE-2018-16463,,3.6
CVE-2018-16462,Exec Code,10.0
CVE-2018-16461,Exec Code,10.0
CVE-2018-16460,Exec Code,7.5
CVE-2018-16459,XSS,4.3
CVE-2018-16458,CSRF,4.3
CVE-2018-16457,Dir. Trav.,5.0
CVE-2018-16456,XSS,4.3
CVE-2018-16455,XSS,4.3
CVE-2018-16454,DoS,5.0
CVE-2018-16453,XSS,4.3
CVE-2018-16450,XSS,4.3
CVE-2018-16449,CSRF,4.3
CVE-2018-16448,CSRF,6.8
CVE-2018-16447,CSRF,6.8
CVE-2018-16446,Dir. Trav.,6.4
CVE-2018-16445,Sql,7.5
CVE-2018-16444,,6.4
CVE-2018-16438,,6.8
CVE-2018-16437,Dir. Trav.,4.0
CVE-2018-16436,Sql,6.5
CVE-2018-16435,Overflow,4.3
CVE-2018-16432,Sql,7.5
CVE-2018-16431,CSRF,6.8
CVE-2018-16430,,6.8
CVE-2018-16429,,5.0
CVE-2018-16428,,7.5
CVE-2018-16427,,2.1
CVE-2018-16426,,2.1
CVE-2018-16425,DoS,4.6
CVE-2018-16424,DoS,4.6
CVE-2018-16423,DoS,4.6
CVE-2018-16422,DoS Overflow,4.6
CVE-2018-16421,DoS Overflow,4.6
CVE-2018-16420,DoS Overflow,4.6
CVE-2018-16419,DoS Overflow,4.6
CVE-2018-16418,DoS Overflow,4.6
CVE-2018-16416,CSRF,6.8
CVE-2018-16413,,6.8
CVE-2018-16412,,6.8
CVE-2018-16410,Sql,4.0
CVE-2018-16409,,5.0
CVE-2018-16408,Exec Code,9.0
CVE-2018-16407,XSS,4.3
CVE-2018-16406,XSS,4.3
CVE-2018-16405,XSS,4.3
CVE-2018-16403,,4.3
CVE-2018-16402,DoS,7.5
CVE-2018-16398,Bypass,5.0
CVE-2018-16397,,4.0
CVE-2018-16396,,6.8
CVE-2018-16395,,7.5
CVE-2018-16393,DoS Overflow,4.6
CVE-2018-16392,DoS Overflow,4.6
CVE-2018-16391,DoS Overflow,4.6
CVE-2018-16389,Sql,5.5
CVE-2018-16388,Exec Code,6.5
CVE-2018-16387,CSRF,6.8
CVE-2018-16385,Sql,7.5
CVE-2018-16384,Sql Bypass,5.0
CVE-2018-16382,,4.3
CVE-2018-16381,XSS,4.3
CVE-2018-16380,CSRF,6.8
CVE-2018-16379,XSS,3.5
CVE-2018-16376,DoS Overflow,6.8
CVE-2018-16375,Overflow,6.8
CVE-2018-16374,XSS,3.5
CVE-2018-16373,,4.0
CVE-2018-16372,XSS,4.3
CVE-2018-16371,XSS,4.3
CVE-2018-16370,Exec Code,7.5
CVE-2018-16369,DoS,4.3
CVE-2018-16368,DoS,4.3
CVE-2018-16367,Dir. Trav.,9.0
CVE-2018-16366,CSRF,6.8
CVE-2018-16365,CSRF,6.8
CVE-2018-16364,Exec Code,9.3
CVE-2018-16363,XSS,3.5
CVE-2018-16362,Exec Code XSS,4.3
CVE-2018-16361,XSS,4.3
CVE-2018-16359,,7.1
CVE-2018-16358,XSS,3.5
CVE-2018-16354,Sql,7.5
CVE-2018-16353,Sql,7.5
CVE-2018-16352,,7.5
CVE-2018-16350,XSS,4.3
CVE-2018-16349,XSS,4.3
CVE-2018-16348,XSS,3.5
CVE-2018-16347,XSS,4.3
CVE-2018-16346,XSS,3.5
CVE-2018-16345,CSRF,6.8
CVE-2018-16344,Dir. Trav.,6.4
CVE-2018-16343,Exec Code,6.5
CVE-2018-16342,XSS,3.5
CVE-2018-16339,CSRF,6.8
CVE-2018-16338,CSRF,6.8
CVE-2018-16337,CSRF,4.3
CVE-2018-16336,DoS,4.3
CVE-2018-16335,DoS Overflow,6.8
CVE-2018-16334,,9.0
CVE-2018-16333,Overflow,7.8
CVE-2018-16332,CSRF,6.8
CVE-2018-16331,CSRF,6.8
CVE-2018-16330,XSS,4.3
CVE-2018-16329,,7.5
CVE-2018-16328,,7.5
CVE-2018-16327,XSS,3.5
CVE-2018-16326,XSS,4.3
CVE-2018-16325,XSS,4.3
CVE-2018-16324,XSS,4.3
CVE-2018-16323,#NAME?,4.3
CVE-2018-16320,Exec Code Dir. Trav.,6.5
CVE-2018-16316,XSS,3.5
CVE-2018-16315,CSRF,4.3
CVE-2018-16314,Bypass CSRF,6.8
CVE-2018-16313,XSS,4.3
CVE-2018-16310,DoS,6.1
CVE-2018-16308,,6.8
CVE-2018-16307,#NAME?,5.0
CVE-2018-16303,DoS,5.0
CVE-2018-16302,Overflow,9.3
CVE-2018-16299,Dir. Trav.,5.0
CVE-2018-16298,XSS,4.3
CVE-2018-16297,Exec Code,6.8
CVE-2018-16296,Exec Code,6.8
CVE-2018-16295,Exec Code,6.8
CVE-2018-16294,Exec Code,6.8
CVE-2018-16293,Exec Code,6.8
CVE-2018-16292,Exec Code,6.8
CVE-2018-16291,Exec Code,6.8
CVE-2018-16288,#NAME?,7.8
CVE-2018-16287,,7.5
CVE-2018-16286,Bypass,5.0
CVE-2018-16285,XSS,4.3
CVE-2018-16283,Dir. Trav.,7.5
CVE-2018-16282,Exec Code,9.0
CVE-2018-16281,,7.5
CVE-2018-16278,Exec Code Sql,7.5
CVE-2018-16277,XSS,3.5
CVE-2018-16276,,7.2
CVE-2018-16275,,6.8
CVE-2018-16261,,4.6
CVE-2018-16253,,4.3
CVE-2018-16252,,2.1
CVE-2018-16242,Bypass,2.9
CVE-2018-16239,,5.0
CVE-2018-16238,Exec Code,6.5
CVE-2018-16237,Dir. Trav.,4.0
CVE-2018-16236,XSS,4.3
CVE-2018-16235,XSS,4.3
CVE-2018-16234,XSS,4.3
CVE-2018-16233,XSS,4.3
CVE-2018-16232,Exec Code,6.5
CVE-2018-16231,DoS,5.0
CVE-2018-16226,XSS,4.3
CVE-2018-16225,Bypass,6.1
CVE-2018-16224,#NAME?,5.0
CVE-2018-16223,,5.0
CVE-2018-16222,,2.1
CVE-2018-16210,XSS,4.3
CVE-2018-16163,Bypass,5.5
CVE-2018-16162,,4.0
CVE-2018-16161,#NAME?,9.0
CVE-2018-16160,Bypass,4.6
CVE-2018-16159,Sql,7.5
CVE-2018-16158,,10.0
CVE-2018-16157,,5.0
CVE-2018-16152,,5.0
CVE-2018-16151,,5.0
CVE-2018-16150,,4.3
CVE-2018-16149,,4.3
CVE-2018-16148,XSS,4.3
CVE-2018-16147,XSS,4.3
CVE-2018-16146,,9.0
CVE-2018-16145,,9.3
CVE-2018-16144,,10.0
CVE-2018-16142,XSS,4.3
CVE-2018-16141,Dir. Trav.,5.5
CVE-2018-16140,,6.8
CVE-2018-16134,XSS,4.3
CVE-2018-16133,Dir. Trav.,5.0
CVE-2018-16132,,7.8
CVE-2018-16131,DoS,7.8
CVE-2018-16130,Exec Code,9.0
CVE-2018-16115,,6.4
CVE-2018-16097,,4.0
CVE-2018-16096,XSS,4.3
CVE-2018-16095,,4.3
CVE-2018-16094,Overflow,6.8
CVE-2018-16093,,4.0
CVE-2018-16092,,4.3
CVE-2018-16091,Overflow,6.8
CVE-2018-16090,,6.0
CVE-2018-16089,,8.5
CVE-2018-16062,DoS,4.3
CVE-2018-16059,Dir. Trav.,5.0
CVE-2018-16058,,5.0
CVE-2018-16057,,5.0
CVE-2018-16056,,5.0
CVE-2018-16055,Exec Code,9.0
CVE-2018-16051,#NAME?,4.0
CVE-2018-16050,XSS,4.3
CVE-2018-16049,,5.0
CVE-2018-16048,,4.0
CVE-2018-15981,Exec Code,10.0
CVE-2018-15980,,5.0
CVE-2018-15979,#NAME?,5.0
CVE-2018-15978,,5.0
CVE-2018-15976,,6.8
CVE-2018-15974,,6.8
CVE-2018-15973,XSS,4.3
CVE-2018-15972,XSS,4.3
CVE-2018-15971,XSS,4.3
CVE-2018-15970,XSS,4.3
CVE-2018-15969,XSS,4.3
CVE-2018-15968,,4.3
CVE-2018-15967,#NAME?,5.0
CVE-2018-15966,Bypass,9.3
CVE-2018-15965,Exec Code,10.0
CVE-2018-15964,#NAME?,5.0
CVE-2018-15963,Bypass,5.0
CVE-2018-15962,#NAME?,5.0
CVE-2018-15961,Exec Code,10.0
CVE-2018-15960,,6.4
CVE-2018-15959,Exec Code,10.0
CVE-2018-15958,Exec Code,10.0
CVE-2018-15957,Exec Code,10.0
CVE-2018-15956,,4.3
CVE-2018-15955,Exec Code,9.3
CVE-2018-15954,Exec Code,9.3
CVE-2018-15953,,4.3
CVE-2018-15952,Exec Code,9.3
CVE-2018-15951,Exec Code Overflow,9.3
CVE-2018-15950,,4.3
CVE-2018-15949,,4.3
CVE-2018-15948,,4.3
CVE-2018-15947,,4.3
CVE-2018-15946,,4.3
CVE-2018-15945,Exec Code,9.3
CVE-2018-15944,Exec Code,9.3
CVE-2018-15943,,4.3
CVE-2018-15942,,4.3
CVE-2018-15941,Exec Code,9.3
CVE-2018-15940,Exec Code,9.3
CVE-2018-15939,Exec Code,9.3
CVE-2018-15938,Exec Code,9.3
CVE-2018-15937,Exec Code,9.3
CVE-2018-15936,Exec Code,9.3
CVE-2018-15935,Exec Code,9.3
CVE-2018-15934,Exec Code,9.3
CVE-2018-15933,Exec Code,9.3
CVE-2018-15932,,4.3
CVE-2018-15931,Exec Code,9.3
CVE-2018-15930,Exec Code,9.3
CVE-2018-15929,Exec Code,9.3
CVE-2018-15928,Exec Code,9.3
CVE-2018-15927,,4.3
CVE-2018-15926,,4.3
CVE-2018-15925,,4.3
CVE-2018-15924,Exec Code,9.3
CVE-2018-15923,,4.3
CVE-2018-15922,,4.3
CVE-2018-15920,Exec Code,9.3
CVE-2018-15919,#NAME?,5.0
CVE-2018-15918,Sql,5.5
CVE-2018-15917,XSS,3.5
CVE-2018-15912,,7.2
CVE-2018-15911,Exec Code,6.8
CVE-2018-15910,Exec Code,6.8
CVE-2018-15909,Exec Code,6.8
CVE-2018-15908,Bypass,6.8
CVE-2018-15907,DoS,6.1
CVE-2018-15904,Sql,7.5
CVE-2018-15903,XSS,3.5
CVE-2018-15901,CSRF,6.8
CVE-2018-15899,XSS,4.3
CVE-2018-15898,,4.3
CVE-2018-15897,DoS Overflow,4.0
CVE-2018-15896,XSS,3.5
CVE-2018-15895,,5.0
CVE-2018-15894,Sql,7.5
CVE-2018-15893,Sql,7.5
CVE-2018-15889,,4.3
CVE-2018-15888,,7.5
CVE-2018-15887,Exec Code,6.5
CVE-2018-15886,Exec Code,6.5
CVE-2018-15885,,5.0
CVE-2018-15884,,6.8
CVE-2018-15882,,7.5
CVE-2018-15881,,5.0
CVE-2018-15880,XSS,3.5
CVE-2018-15877,,9.0
CVE-2018-15876,,5.0
CVE-2018-15875,XSS,4.3
CVE-2018-15874,XSS,4.3
CVE-2018-15873,Sql,7.5
CVE-2018-15871,DoS Overflow,4.3
CVE-2018-15870,DoS Overflow,4.3
CVE-2018-15869,,5.0
CVE-2018-15865,,4.6
CVE-2018-15864,,2.1
CVE-2018-15863,,2.1
CVE-2018-15862,,2.1
CVE-2018-15861,,2.1
CVE-2018-15859,,2.1
CVE-2018-15858,,2.1
CVE-2018-15857,,4.6
CVE-2018-15856,DoS,2.1
CVE-2018-15855,,2.1
CVE-2018-15854,,2.1
CVE-2018-15853,,2.1
CVE-2018-15852,DoS,6.1
CVE-2018-15851,CSRF,6.8
CVE-2018-15850,CSRF,6.8
CVE-2018-15849,CSRF,4.3
CVE-2018-15848,CSRF,6.8
CVE-2018-15847,XSS,4.3
CVE-2018-15846,CSRF,6.8
CVE-2018-15845,CSRF,6.8
CVE-2018-15844,CSRF,6.8
CVE-2018-15843,XSS,3.5
CVE-2018-15842,XSS,3.5
CVE-2018-15839,Overflow,7.5
CVE-2018-15836,,5.0
CVE-2018-15835,,5.0
CVE-2018-15834,Overflow,4.3
CVE-2018-15833,,4.0
CVE-2018-15832,Exec Code,6.8
CVE-2018-15822,,5.0
CVE-2018-15810,Dir. Trav.,5.0
CVE-2018-15809,,2.1
CVE-2018-15808,Exec Code,10.0
CVE-2018-15807,Bypass,4.6
CVE-2018-15805,DoS,6.4
CVE-2018-15804,,4.0
CVE-2018-15801,Bypass,5.8
CVE-2018-15800,#NAME?,3.5
CVE-2018-15798,,5.8
CVE-2018-15797,,4.0
CVE-2018-15796,,5.5
CVE-2018-15795,,5.5
CVE-2018-15776,,4.6
CVE-2018-15774,#NAME?,6.5
CVE-2018-15773,#NAME?,4.9
CVE-2018-15772,,3.6
CVE-2018-15771,#NAME?,4.9
CVE-2018-15769,DoS,5.0
CVE-2018-15768,,4.0
CVE-2018-15767,,9.0
CVE-2018-15766,Bypass,5.0
CVE-2018-15765,Exec Code +Info,2.1
CVE-2018-15764,Exec Code,7.5
CVE-2018-15763,#NAME?,4.0
CVE-2018-15762,,6.5
CVE-2018-15761,#NAME?,6.5
CVE-2018-15759,,5.0
CVE-2018-15758,,6.8
CVE-2018-15756,DoS,5.0
CVE-2018-15755,Sql,6.5
CVE-2018-15754,,4.0
CVE-2018-15753,,5.0
CVE-2018-15752,,4.3
CVE-2018-15751,Exec Code Bypass,7.5
CVE-2018-15750,Dir. Trav.,5.0
CVE-2018-15749,,2.1
CVE-2018-15748,,4.0
CVE-2018-15746,DoS,2.1
CVE-2018-15745,Dir. Trav.,5.0
CVE-2018-15740,XSS,4.3
CVE-2018-15728,Exec Code,9.0
CVE-2018-15727,Bypass,7.5
CVE-2018-15726,,4.6
CVE-2018-15723,Exec Code,7.5
CVE-2018-15722,,9.3
CVE-2018-15721,Bypass,7.5
CVE-2018-15720,,7.5
CVE-2018-15719,,5.0
CVE-2018-15718,#NAME?,5.0
CVE-2018-15717,,5.0
CVE-2018-15716,Exec Code,9.0
CVE-2018-15715,,7.5
CVE-2018-15714,XSS,4.3
CVE-2018-15713,XSS,3.5
CVE-2018-15712,XSS,4.3
CVE-2018-15711,,6.5
CVE-2018-15710,,7.2
CVE-2018-15709,Exec Code,6.5
CVE-2018-15708,Exec Code,7.5
CVE-2018-15707,XSS,3.5
CVE-2018-15706,Dir. Trav.,6.8
CVE-2018-15705,Exec Code Dir. Trav.,8.5
CVE-2018-15704,Overflow,9.0
CVE-2018-15703,Exec Code XSS,4.3
CVE-2018-15702,CSRF,6.8
CVE-2018-15701,DoS,3.3
CVE-2018-15700,DoS,6.1
CVE-2018-15699,XSS,4.3
CVE-2018-15698,#NAME?,6.8
CVE-2018-15697,#NAME?,4.0
CVE-2018-15696,#NAME?,4.0
CVE-2018-15695,Dir. Trav.,8.5
CVE-2018-15694,Exec Code Dir. Trav.,6.0
CVE-2018-15693,Bypass,3.5
CVE-2018-15692,Bypass,3.5
CVE-2018-15691,Exec Code,7.5
CVE-2018-15688,Overflow,5.8
CVE-2018-15687,,6.9
CVE-2018-15686,,7.2
CVE-2018-15685,Exec Code,6.8
CVE-2018-15684,#NAME?,5.0
CVE-2018-15683,,5.8
CVE-2018-15682,CSRF,6.8
CVE-2018-15681,,5.0
CVE-2018-15680,,5.0
CVE-2018-15679,XSS,4.3
CVE-2018-15678,XSS,4.3
CVE-2018-15677,XSS CSRF,4.3
CVE-2018-15676,XSS Bypass,5.0
CVE-2018-15672,,0.0
CVE-2018-15671,DoS,4.3
CVE-2018-15670,,4.3
CVE-2018-15669,Bypass,5.0
CVE-2018-15668,#NAME?,5.0
CVE-2018-15667,,5.0
CVE-2018-15661,Bypass +Info,2.6
CVE-2018-15660,,4.3
CVE-2018-15616,Exec Code,7.5
CVE-2018-15615,#NAME?,2.1
CVE-2018-15613,XSS,4.3
CVE-2018-15612,CSRF,6.8
CVE-2018-15611,#NAME?,7.2
CVE-2018-15610,Dir. Trav.,9.0
CVE-2018-15608,XSS,4.3
CVE-2018-15607,DoS,7.1
CVE-2018-15606,XSS,4.3
CVE-2018-15605,XSS,4.3
CVE-2018-15603,XSS,4.3
CVE-2018-15602,XSS,4.3
CVE-2018-15601,,7.5
CVE-2018-15599,#NAME?,5.0
CVE-2018-15598,,5.0
CVE-2018-15596,XSS,4.3
CVE-2018-15594,#NAME?,2.1
CVE-2018-15593,,2.1
CVE-2018-15592,,4.6
CVE-2018-15591,Exec Code Bypass,4.6
CVE-2018-15590,Bypass,2.1
CVE-2018-15576,Exec Code,6.8
CVE-2018-15574,XSS,4.3
CVE-2018-15573,,9.3
CVE-2018-15572,,2.1
CVE-2018-15571,,6.8
CVE-2018-15570,XSS,3.5
CVE-2018-15569,CSRF,4.3
CVE-2018-15568,CSRF,6.8
CVE-2018-15567,XSS,4.3
CVE-2018-15566,XSS,4.3
CVE-2018-15565,CSRF,6.8
CVE-2018-15564,CSRF,6.8
CVE-2018-15563,XSS,4.3
CVE-2018-15562,XSS,4.3
CVE-2018-15560,Overflow,5.0
CVE-2018-15559,XSS,4.3
CVE-2018-15553,,9.0
CVE-2018-15552,,5.0
CVE-2018-15546,XSS,4.3
CVE-2018-15543,Bypass,4.6
CVE-2018-15542,Bypass,4.4
CVE-2018-15540,Dir. Trav.,7.5
CVE-2018-15539,CSRF,6.8
CVE-2018-15538,XSS,4.3
CVE-2018-15537,Exec Code +Priv,6.5
CVE-2018-15536,Dir. Trav.,5.8
CVE-2018-15535,Dir. Trav.,5.0
CVE-2018-15534,#NAME?,5.0
CVE-2018-15533,XSS,4.3
CVE-2018-15531,,7.5
CVE-2018-15529,,6.5
CVE-2018-15528,XSS,4.3
CVE-2018-15518,,6.8
CVE-2018-15514,,6.5
CVE-2018-15505,DoS,5.0
CVE-2018-15504,,5.0
CVE-2018-15503,,5.0
CVE-2018-15502,,5.0
CVE-2018-15501,,5.0
CVE-2018-15499,DoS,4.7
CVE-2018-15497,DoS Exec Code Overflow Mem. Corr.,10.0
CVE-2018-15495,Dir. Trav.,5.0
CVE-2018-15494,,7.5
CVE-2018-15493,,5.8
CVE-2018-15492,,5.0
CVE-2018-15491,,5.0
CVE-2018-15486,File Inclusion,6.4
CVE-2018-15485,,6.4
CVE-2018-15484,Exec Code,10.0
CVE-2018-15483,DoS,7.8
CVE-2018-15482,,7.5
CVE-2018-15481,,6.5
CVE-2018-15480,,6.5
CVE-2018-15479,,6.4
CVE-2018-15478,,6.8
CVE-2018-15477,,10.0
CVE-2018-15476,,9.3
CVE-2018-15474,Exec Code,6.8
CVE-2018-15473,,5.0
CVE-2018-15471,DoS Overflow +Info,6.8
CVE-2018-15470,,4.9
CVE-2018-15469,,4.9
CVE-2018-15468,DoS,4.9
CVE-2018-15465,,5.5
CVE-2018-15454,DoS,7.8
CVE-2018-15452,,4.6
CVE-2018-15451,Exec Code XSS,3.5
CVE-2018-15450,Dir. Trav.,5.5
CVE-2018-15449,DoS,4.3
CVE-2018-15448,,5.0
CVE-2018-15447,Exec Code Sql,7.5
CVE-2018-15446,#NAME?,5.0
CVE-2018-15445,CSRF,6.0
CVE-2018-15444,,4.9
CVE-2018-15443,Bypass,5.0
CVE-2018-15442,Exec Code,7.2
CVE-2018-15441,Exec Code +Priv Sql,7.5
CVE-2018-15439,Exec Code Bypass,9.3
CVE-2018-15438,CSRF,4.3
CVE-2018-15437,,2.1
CVE-2018-15436,Exec Code XSS,4.3
CVE-2018-15435,Exec Code XSS,4.3
CVE-2018-15434,Exec Code XSS,4.3
CVE-2018-15433,#NAME?,4.0
CVE-2018-15432,#NAME?,4.0
CVE-2018-15431,Exec Code,6.9
CVE-2018-15430,Exec Code,6.5
CVE-2018-15429,,5.0
CVE-2018-15428,DoS,4.3
CVE-2018-15427,Exec Code,10.0
CVE-2018-15426,Exec Code XSS,3.5
CVE-2018-15425,Exec Code,6.5
CVE-2018-15424,Exec Code,6.5
CVE-2018-15423,,4.3
CVE-2018-15422,Exec Code,9.3
CVE-2018-15421,Exec Code,9.3
CVE-2018-15420,Exec Code,9.3
CVE-2018-15419,Exec Code,9.3
CVE-2018-15418,Exec Code,9.3
CVE-2018-15417,Exec Code,9.3
CVE-2018-15416,Exec Code,9.3
CVE-2018-15415,Exec Code,9.3
CVE-2018-15414,Exec Code,9.3
CVE-2018-15413,Exec Code,9.3
CVE-2018-15412,Exec Code,9.3
CVE-2018-15411,Exec Code,9.3
CVE-2018-15410,Exec Code,9.3
CVE-2018-15409,Exec Code,6.8
CVE-2018-15408,Exec Code,9.3
CVE-2018-15407,,2.1
CVE-2018-15406,Exec Code XSS,4.3
CVE-2018-15405,,4.0
CVE-2018-15404,DoS,4.0
CVE-2018-15403,,4.9
CVE-2018-15402,#NAME?,6.8
CVE-2018-15401,CSRF,4.3
CVE-2018-15400,Exec Code XSS,4.3
CVE-2018-15399,DoS,7.1
CVE-2018-15398,Bypass,4.3
CVE-2018-15397,DoS,7.1
CVE-2018-15396,DoS,4.0
CVE-2018-15395,#NAME?,2.7
CVE-2018-15394,#NAME?,7.5
CVE-2018-15393,Exec Code XSS,4.3
CVE-2018-15392,DoS,3.3
CVE-2018-15391,DoS,7.8
CVE-2018-15390,DoS,7.1
CVE-2018-15389,,7.5
CVE-2018-15387,Bypass,7.5
CVE-2018-15386,Bypass,7.5
CVE-2018-15383,DoS,7.8
CVE-2018-15382,,7.5
CVE-2018-15381,Exec Code,10.0
CVE-2018-15379,Exec Code,7.5
CVE-2018-15378,DoS,4.3
CVE-2018-15377,,7.8
CVE-2018-15376,,7.2
CVE-2018-15375,,7.2
CVE-2018-15374,Bypass,7.2
CVE-2018-15373,DoS,6.1
CVE-2018-15372,Bypass,4.8
CVE-2018-15371,Bypass,7.2
CVE-2018-15370,Bypass,4.6
CVE-2018-15369,DoS,7.8
CVE-2018-15368,Exec Code +Priv,7.2
CVE-2018-15367,Exec Code,7.2
CVE-2018-15366,Exec Code,7.2
CVE-2018-15365,XSS Bypass CSRF,3.5
CVE-2018-15364,Exec Code +Info,1.9
CVE-2018-15363,Exec Code,7.2
CVE-2018-15362,,6.4
CVE-2018-15360,,7.5
CVE-2018-15359,,6.5
CVE-2018-15358,,6.5
CVE-2018-15357,#NAME?,4.0
CVE-2018-15356,Exec Code,6.5
CVE-2018-15355,,4.3
CVE-2018-15354,DoS Overflow,5.0
CVE-2018-15353,Exec Code Overflow,10.0
CVE-2018-15352,DoS,4.0
CVE-2018-15351,DoS,7.1
CVE-2018-15350,,10.0
CVE-2018-15335,,4.3
CVE-2018-15334,CSRF,4.3
CVE-2018-15333,,2.1
CVE-2018-15332,,4.4
CVE-2018-15331,,6.8
CVE-2018-15330,,7.8
CVE-2018-15329,,6.5
CVE-2018-15328,#NAME?,5.0
CVE-2018-15327,,6.5
CVE-2018-15326,,6.0
CVE-2018-15325,,4.0
CVE-2018-15324,,4.3
CVE-2018-15323,,4.3
CVE-2018-15322,,4.0
CVE-2018-15321,Bypass,5.5
CVE-2018-15320,DoS,5.0
CVE-2018-15319,,7.8
CVE-2018-15318,,7.8
CVE-2018-15317,,5.0
CVE-2018-15316,Bypass,2.1
CVE-2018-15315,XSS,4.3
CVE-2018-15314,XSS,4.3
CVE-2018-15313,XSS,4.3
CVE-2018-15312,XSS,4.3
CVE-2018-15311,,4.3
CVE-2018-15310,#NAME?,4.0
CVE-2018-15209,DoS Overflow,6.8
CVE-2018-15203,CSRF,4.3
CVE-2018-15202,CSRF,6.8
CVE-2018-15199,XSS,3.5
CVE-2018-15198,CSRF,6.8
CVE-2018-15197,CSRF,6.8
CVE-2018-15193,CSRF,6.8
CVE-2018-15192,,5.0
CVE-2018-15191,DoS Overflow,4.0
CVE-2018-15190,XSS,3.5
CVE-2018-15189,XSS,3.5
CVE-2018-15188,DoS Overflow,5.5
CVE-2018-15187,CSRF,6.0
CVE-2018-15186,CSRF,6.8
CVE-2018-15185,DoS,5.5
CVE-2018-15184,XSS,3.5
CVE-2018-15183,XSS,4.3
CVE-2018-15182,XSS,3.5
CVE-2018-15181,DoS XSS,6.8
CVE-2018-15178,,5.8
CVE-2018-15177,CSRF,6.8
CVE-2018-15176,DoS Overflow,6.8
CVE-2018-15175,DoS Overflow,6.8
CVE-2018-15174,DoS Overflow,6.8
CVE-2018-15173,DoS,5.0
CVE-2018-15172,Overflow,5.0
CVE-2018-15169,XSS,4.3
CVE-2018-15168,Sql,7.5
CVE-2018-15161,,4.3
CVE-2018-15160,,4.3
CVE-2018-15159,,4.3
CVE-2018-15158,,4.3
CVE-2018-15157,,4.3
CVE-2018-15156,Exec Code,6.5
CVE-2018-15155,Exec Code,6.5
CVE-2018-15154,Exec Code,6.5
CVE-2018-15153,Exec Code,6.5
CVE-2018-15152,Bypass,6.4
CVE-2018-15151,Exec Code Sql,6.5
CVE-2018-15150,Exec Code Sql,6.5
CVE-2018-15149,Exec Code Sql,6.5
CVE-2018-15148,Exec Code Sql,6.5
CVE-2018-15147,Exec Code Sql,6.5
CVE-2018-15146,Exec Code Sql,6.5
CVE-2018-15145,Exec Code Sql,7.5
CVE-2018-15144,Exec Code Sql,6.5
CVE-2018-15143,Exec Code Sql,7.5
CVE-2018-15142,Exec Code Dir. Trav.,6.5
CVE-2018-15141,Dir. Trav.,5.5
CVE-2018-15140,Dir. Trav.,4.0
CVE-2018-15139,Exec Code,6.5
CVE-2018-15138,Dir. Trav.,5.0
CVE-2018-15137,Exec Code,10.0
CVE-2018-15133,Exec Code,6.8
CVE-2018-15132,#NAME?,5.0
CVE-2018-15130,XSS,3.5
CVE-2018-15129,XSS,3.5
CVE-2018-15127,Exec Code,7.5
CVE-2018-15126,Exec Code,7.5
CVE-2018-15125,#NAME?,5.0
CVE-2018-15124,,10.0
CVE-2018-15123,,10.0
CVE-2018-15122,Exec Code,6.8
CVE-2018-15121,CSRF,6.8
CVE-2018-15120,DoS Overflow,4.3
CVE-2018-15007,Exec Code,4.6
CVE-2018-15006,Exec Code,4.9
CVE-2018-15005,,5.6
CVE-2018-15004,,4.3
CVE-2018-15002,,1.9
CVE-2018-15001,,2.1
CVE-2018-14998,Exec Code,7.2
CVE-2018-14995,,1.9
CVE-2018-14992,,2.1
CVE-2018-14988,,7.8
CVE-2018-14987,,5.6
CVE-2018-14986,#NAME?,5.0
CVE-2018-14985,,5.6
CVE-2018-14984,#NAME?,5.0
